Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date,ROI_Flag,Audience_Segment_Match,Channel_Count,Month,Month_Number,Quarter,Weekday,Channel_Combo,Duration_Bucket,CTR,Lead_Rate,Conversion_Rate,Impression_To_Conversion,Revenue_Per_Click,Revenue_Per_Conversion,Cost_Per_Conversion,Profit,Profitable_Flag
NY-CMP-53901,Email,Youth,28,Facebook,56191,4539,1903,1190,709240,125.5,3.75,Hindi,13.58,Premium Shoppers,2024-12-10,Profitable,False,1,December,12,Q4,Tuesday,Facebook,Long,0.08077806054350341,0.4192553425864728,0.6253284287966369,0.021177768681817373,156.2546816479401,596.0,0.10546218487394958,709114.5,1
NY-CMP-9130,Email,Premium Shoppers,16,"Instagram, WhatsApp, YouTube",75940,5663,3208,2073,1084179,72.55,6.21,Hindi,14.41,Tier 2 City Customers,2024-12-10,Profitable,False,3,December,12,Q4,Tuesday,"Instagram, WhatsApp, YouTube",Medium,0.07457203055043456,0.5664841956560127,0.6461970074812967,0.02729786673689755,191.4495850256048,523.0,0.03499758803666184,1084106.45,1
NY-CMP-16720,Email,Youth,29,"YouTube, WhatsApp, Instagram",61121,8358,2475,756,157248,182.54,0.14,Bengali,18.96,Working Women,2024-12-10,Profitable,False,3,December,12,Q4,Tuesday,"Instagram, WhatsApp, YouTube",Long,0.13674514487655634,0.2961234745154343,0.3054545454545455,0.01236890757677394,18.814070351758794,208.0,0.24145502645502645,157065.46,1
NY-CMP-52100,Email,Working Women,7,"Facebook, YouTube",24834,1117,583,311,229829,193.4,2.82,Bengali,8.1,Tier 2 City Customers,2024-12-10,Profitable,False,2,December,12,Q4,Tuesday,"Facebook, YouTube",Short,0.04497865829105259,0.5219337511190689,0.5334476843910806,0.012523153740839172,205.75559534467322,739.0,0.6218649517684888,229635.6,1
NY-CMP-48041,Email,Working Women,22,"Email, YouTube",75366,8152,4253,2427,1465908,46.41,12.01,Tamil,19.68,Working Women,2024-12-10,Profitable,True,2,December,12,Q4,Tuesday,"Email, YouTube",Long,0.10816548576281082,0.5217124631992149,0.5706560075241006,0.03220285009155322,179.82188420019628,604.0,0.019122373300370827,1465861.59,1
NY-CMP-16644,Email,Tier 2 City Customers,7,Email,47356,2462,968,544,402016,404.67,0.83,Tamil,8.39,College Students,2024-12-10,Profitable,False,1,December,12,Q4,Tuesday,Email,Short,0.051989188276036824,0.3931762794476036,0.5619834710743802,0.01148745671087085,163.28838342810724,739.0,0.7438786764705883,401611.33,1
NY-CMP-47793,Email,College Students,9,"Facebook, Email, YouTube",93478,5399,2894,1706,803526,145.74,2.23,Bengali,10.7,Youth,2024-12-10,Profitable,False,3,December,12,Q4,Tuesday,"Email, Facebook, YouTube",Short,0.05775690536810801,0.5360251898499723,0.5894955079474775,0.018250283489163226,148.8286719762919,471.0,0.08542790152403283,803380.26,1
NY-CMP-24492,Email,College Students,10,Facebook,23223,2923,617,460,101660,641.2,-0.66,Bengali,17.22,College Students,2024-12-10,Loss-Making,True,1,December,12,Q4,Tuesday,Facebook,Short,0.1258665977694527,0.21108450222374273,0.7455429497568882,0.019807949016061664,34.77933629832364,221.0,1.393913043478261,101018.8,0
NY-CMP-42865,Email,Working Women,27,"Facebook, Email, Google",24642,669,353,202,133320,311.76,1.12,Bengali,4.97,Premium Shoppers,2024-12-10,Profitable,False,3,December,12,Q4,Tuesday,"Email, Facebook, Google",Long,0.027148770392013636,0.5276532137518685,0.5722379603399433,0.008197386575764954,199.28251121076232,660.0,1.5433663366336634,133008.24,1
NY-CMP-48976,Email,College Students,15,"Instagram, YouTube",29886,3720,1853,1211,656362,132.97,3.08,Hindi,22.7,Premium Shoppers,2024-12-10,Profitable,False,2,December,12,Q4,Tuesday,"Instagram, YouTube",Medium,0.12447299739008232,0.49811827956989246,0.6535348084187803,0.040520645118115504,176.44139784946236,542.0,0.10980181668042939,656229.03,1
NY-CMP-11668,Email,Youth,12,WhatsApp,67153,6655,3922,1285,313540,87.21,1.8,English,17.66,Working Women,2024-12-11,Profitable,False,1,December,12,Q4,Wednesday,WhatsApp,Medium,0.09910205054130121,0.5893313298271976,0.3276389597144314,0.019135407204443584,47.11344853493614,244.0,0.06786770428015564,313452.79,1
NY-CMP-43956,Email,College Students,29,"YouTube, Email, Instagram",55798,4080,1736,733,265346,302.6,0.2,Bengali,11.74,Working Women,2024-12-11,Profitable,False,3,December,12,Q4,Wednesday,"Email, Instagram, YouTube",Long,0.073120900390695,0.42549019607843136,0.42223502304147464,0.013136671565289079,65.03578431372549,362.0,0.41282401091405185,265043.4,1
NY-CMP-23649,Email,College Students,21,"WhatsApp, Facebook",96089,11033,3010,2119,1476943,138.25,4.04,Bengali,16.82,Working Women,2024-12-11,Profitable,False,2,December,12,Q4,Wednesday,"Facebook, WhatsApp",Long,0.11482063503626846,0.27281790990664373,0.7039867109634551,0.022052472187243075,133.8659476117103,697.0,0.06524303916941954,1476804.75,1
NY-CMP-21665,Email,Premium Shoppers,24,Facebook,12110,1133,609,389,119812,433.4,-0.29,English,17.6,Tier 2 City Customers,2024-12-11,Loss-Making,False,1,December,12,Q4,Wednesday,Facebook,Long,0.09355904211395541,0.5375110326566638,0.638752052545156,0.03212221304706854,105.74757281553399,308.0,1.1141388174807196,119378.6,0
NY-CMP-53797,Email,College Students,13,"Facebook, Google",66745,7533,4112,1376,590304,201.95,1.12,English,19.51,Tier 2 City Customers,2024-12-11,Profitable,False,2,December,12,Q4,Wednesday,"Facebook, Google",Medium,0.11286238669563263,0.5458648612770477,0.3346303501945525,0.020615776462656377,78.36240541616885,429.0,0.146765988372093,590102.05,1
NY-CMP-5539,Email,Youth,14,"Google, WhatsApp, YouTube",54030,2723,1031,322,92092,223.75,0.28,Bengali,7.54,Working Women,2024-12-11,Profitable,False,3,December,12,Q4,Wednesday,"Google, WhatsApp, YouTube",Medium,0.05039792707754951,0.3786265148733015,0.3123181377303589,0.005959652045160096,33.82005141388175,286.0,0.6948757763975155,91868.25,1
NY-CMP-15080,Email,Tier 2 City Customers,22,"Facebook, Instagram, Google",56939,1696,420,302,166100,815.65,-0.33,Hindi,4.25,College Students,2024-12-11,Loss-Making,False,3,December,12,Q4,Wednesday,"Facebook, Google, Instagram",Long,0.029786262491438207,0.24764150943396226,0.719047619047619,0.005303921740810341,97.93632075471699,550.0,2.700827814569536,165284.35,0
NY-CMP-31784,Email,College Students,13,"WhatsApp, YouTube",21422,775,309,220,67100,976.39,-0.69,Bengali,6.09,Youth,2024-12-11,Loss-Making,False,2,December,12,Q4,Wednesday,"WhatsApp, YouTube",Medium,0.036177761180095226,0.3987096774193548,0.7119741100323624,0.010269816076930258,86.58064516129032,305.0,4.438136363636364,66123.61,0
NY-CMP-44081,Email,Premium Shoppers,28,"WhatsApp, Email",30614,2435,840,661,425023,104.97,5.13,Hindi,12.86,Working Women,2024-12-11,Profitable,False,2,December,12,Q4,Wednesday,"Email, WhatsApp",Long,0.07953877311034167,0.34496919917864477,0.7869047619047619,0.021591428758084535,174.54743326488708,643.0,0.15880484114977306,424918.03,1
NY-CMP-48939,Email,Youth,15,"Instagram, WhatsApp",79930,3242,1167,729,389286,119.96,3.45,Bengali,6.43,Working Women,2024-12-11,Profitable,False,2,December,12,Q4,Wednesday,"Instagram, WhatsApp",Medium,0.04056049042912548,0.35996298581122765,0.6246786632390745,0.009120480420367822,120.07587908698335,534.0,0.16455418381344306,389166.04,1
NY-CMP-44765,Email,Premium Shoppers,25,"Instagram, YouTube",86156,10997,6099,2405,1531985,104.44,5.1,Hindi,22.63,College Students,2024-12-11,Profitable,False,2,December,12,Q4,Wednesday,"Instagram, YouTube",Long,0.12764055898602536,0.5546058015822497,0.3943269388424332,0.027914480709410838,139.3093570973902,637.0,0.04342619542619543,1531880.56,1
NY-CMP-41815,Email,Tier 2 City Customers,21,Instagram,99368,7243,3409,1583,918140,173.74,2.34,Hindi,12.31,College Students,2024-12-11,Profitable,False,1,December,12,Q4,Wednesday,Instagram,Long,0.0728906690282586,0.47066132817893136,0.46435904957465535,0.01593068190966911,126.76239127433384,580.0,0.1097536323436513,917966.26,1
NY-CMP-7671,Email,Working Women,21,"Email, Instagram",73244,1606,614,307,104380,873.38,-0.61,Hindi,3.45,Premium Shoppers,2024-12-11,Loss-Making,False,2,December,12,Q4,Wednesday,"Email, Instagram",Long,0.021926710720332043,0.3823163138231631,0.5,0.00419146960843209,64.99377334993774,340.0,2.844885993485342,103506.62,0
NY-CMP-10875,Email,College Students,17,YouTube,79193,11789,2685,1011,234552,50.65,3.58,English,19.55,Premium Shoppers,2024-12-11,Profitable,False,1,December,12,Q4,Wednesday,YouTube,Medium,0.14886416728751278,0.22775468657222836,0.376536312849162,0.01276627984796636,19.89583510051743,232.0,0.05009891196834817,234501.35,1
NY-CMP-7033,Email,College Students,18,"Facebook, YouTube",45640,6778,3462,2718,2155374,109.63,6.23,Bengali,28.39,Tier 2 City Customers,2024-12-11,Profitable,False,2,December,12,Q4,Wednesday,"Facebook, YouTube",Medium,0.14851007887817705,0.5107701386839776,0.7850953206239168,0.05955302366345311,317.9955739156093,793.0,0.040334805003679176,2155264.37,1
NY-CMP-22699,Email,Tier 2 City Customers,22,Google,97790,3663,1658,648,169776,390.1,-0.33,Hindi,6.1,Tier 2 City Customers,2024-12-11,Loss-Making,True,1,December,12,Q4,Wednesday,Google,Long,0.0374578177727784,0.4526344526344526,0.390832328106152,0.006626444421720013,46.34889434889435,262.0,0.6020061728395062,169385.9,0
NY-CMP-32994,Email,Tier 2 City Customers,13,WhatsApp,67104,9273,3947,2183,1384022,41.78,14.18,Tamil,22.95,Premium Shoppers,2024-12-11,Profitable,False,1,December,12,Q4,Wednesday,WhatsApp,Medium,0.1381884835479256,0.42564434379381,0.5530782873068153,0.032531592751549834,149.2528847190769,634.0,0.01913879981676592,1383980.22,1
NY-CMP-12666,Email,Working Women,29,"WhatsApp, Instagram, YouTube",93986,7945,2398,1431,1067526,53.74,12.88,Hindi,12.53,Tier 2 City Customers,2024-12-11,Profitable,False,3,December,12,Q4,Wednesday,"Instagram, WhatsApp, YouTube",Long,0.08453386674611112,0.30182504719949654,0.5967472894078398,0.01522567190858213,134.3645059786029,746.0,0.037554157931516424,1067472.26,1
NY-CMP-55472,Email,College Students,17,"Email, Instagram, Facebook",38398,2652,1164,411,179196,489.29,-0.11,Hindi,11.01,Youth,2024-12-11,Loss-Making,False,3,December,12,Q4,Wednesday,"Email, Facebook, Instagram",Medium,0.06906609719256211,0.43891402714932126,0.35309278350515466,0.01070368248346268,67.57013574660634,436.0,1.1904866180048663,178706.71,0
NY-CMP-11689,Email,Premium Shoppers,12,"WhatsApp, Instagram, Facebook",84792,6752,2583,1589,1010604,104.36,5.09,Bengali,12.88,Youth,2024-12-11,Profitable,False,3,December,12,Q4,Wednesday,"Facebook, Instagram, WhatsApp",Medium,0.07963015378809321,0.382553317535545,0.6151761517615176,0.018739975469383906,149.67476303317537,636.0,0.06567652611705475,1010499.64,1
NY-CMP-55910,Email,College Students,22,"Facebook, Instagram",42573,3538,750,409,160737,490.31,-0.2,Tamil,11.03,College Students,2024-12-11,Loss-Making,True,2,December,12,Q4,Wednesday,"Facebook, Instagram",Long,0.08310431494139478,0.211984171848502,0.5453333333333333,0.009607027928499283,45.43159977388355,393.0,1.19880195599022,160246.69,0
NY-CMP-22090,Email,Working Women,26,"Google, Instagram, Email",39272,1354,779,244,132004,898.67,-0.4,Tamil,6.05,Youth,2024-12-11,Loss-Making,False,3,December,12,Q4,Wednesday,"Email, Google, Instagram",Long,0.03447749032389489,0.5753323485967504,0.31322207958921694,0.0062130780199633326,97.49187592319055,541.0,3.683073770491803,131105.33,0
NY-CMP-11332,Email,Working Women,7,"Instagram, YouTube",13779,364,105,75,58125,787.23,-0.02,Hindi,3.95,Youth,2024-12-11,Loss-Making,False,2,December,12,Q4,Wednesday,"Instagram, YouTube",Short,0.02641701139415052,0.28846153846153844,0.7142857142857143,0.0054430655345090355,159.68406593406593,775.0,10.4964,57337.77,0
NY-CMP-23149,Email,Youth,22,"Google, WhatsApp",12900,1312,696,474,322320,515.96,0.32,English,19.24,Working Women,2024-12-11,Profitable,False,2,December,12,Q4,Wednesday,"Google, WhatsApp",Long,0.10170542635658915,0.5304878048780488,0.6810344827586207,0.036744186046511626,245.67073170731706,680.0,1.0885232067510549,321804.04,1
NY-CMP-50030,Email,Working Women,26,"WhatsApp, Instagram, Google",77057,10603,3671,1520,718960,110.52,3.28,Hindi,20.5,Working Women,2024-12-11,Profitable,True,3,December,12,Q4,Wednesday,"Google, Instagram, WhatsApp",Long,0.1375994393760463,0.34622276714137507,0.4140561154998638,0.019725657630066055,67.80722437046119,473.0,0.07271052631578948,718849.48,1
NY-CMP-42605,Email,Working Women,7,Facebook,53508,1328,633,457,181886,400.14,-0.01,Hindi,4.52,Tier 2 City Customers,2024-12-11,Loss-Making,False,1,December,12,Q4,Wednesday,Facebook,Short,0.024818718696269716,0.4766566265060241,0.721958925750395,0.008540778948942214,136.96234939759037,398.0,0.8755798687089715,181485.86,0
NY-CMP-44220,Email,Youth,16,"Google, Email",45671,3380,1514,1061,499731,227.59,1.07,English,13.04,College Students,2024-12-11,Profitable,False,2,December,12,Q4,Wednesday,"Email, Google",Medium,0.07400757592345251,0.44792899408284026,0.7007926023778072,0.023231372205557137,147.84940828402367,471.0,0.21450518378887842,499503.41,1
NY-CMP-22998,Email,Working Women,22,"YouTube, Facebook",82561,9789,1978,913,312246,293.1,0.17,Tamil,15.36,Tier 2 City Customers,2024-12-11,Profitable,False,2,December,12,Q4,Wednesday,"Facebook, YouTube",Long,0.11856687782366977,0.20206354070895904,0.461577350859454,0.011058490086118143,31.89764020839718,342.0,0.3210295728368018,311952.9,1
NY-CMP-40989,Email,Tier 2 City Customers,8,YouTube,27750,3067,1629,629,344692,341.02,0.61,Bengali,19.19,Tier 2 City Customers,2024-12-11,Profitable,True,1,December,12,Q4,Wednesday,YouTube,Short,0.11052252252252252,0.5311379197913271,0.3861264579496624,0.02266666666666667,112.38734920117379,548.0,0.5421621621621622,344350.98,1
NY-CMP-12562,Email,Working Women,9,"Google, Facebook, Email",82144,11385,6768,4953,1431417,13.0,21.23,Tamil,28.13,Tier 2 City Customers,2024-12-11,Profitable,False,3,December,12,Q4,Wednesday,"Email, Facebook, Google",Short,0.13859807167900273,0.5944664031620553,0.7318262411347518,0.060296552395792756,125.72832674571805,289.0,0.0026246719160104987,1431404.0,1
NY-CMP-28479,Email,Working Women,28,Instagram,39740,1867,1084,749,295106,201.86,0.95,Tamil,9.31,Tier 2 City Customers,2024-12-11,Profitable,False,1,December,12,Q4,Wednesday,Instagram,Long,0.04698037242073477,0.5806106052490627,0.690959409594096,0.018847508807247105,158.06427423674344,394.0,0.2695060080106809,294904.14,1
NY-CMP-52719,Email,Premium Shoppers,13,"Instagram, Google, Facebook",38799,1267,492,278,206832,739.68,0.01,Hindi,5.25,College Students,2024-12-11,Profitable,False,3,December,12,Q4,Wednesday,"Facebook, Google, Instagram",Medium,0.03265548081136112,0.388318863456985,0.5650406504065041,0.00716513312198768,163.24546172059985,744.0,2.6607194244604315,206092.32,1
NY-CMP-54201,Email,Youth,24,"WhatsApp, YouTube, Facebook",53848,2245,775,275,187825,788.89,-0.13,English,6.12,Premium Shoppers,2024-12-11,Loss-Making,False,3,December,12,Q4,Wednesday,"Facebook, WhatsApp, YouTube",Long,0.04169142772247809,0.34521158129175944,0.3548387096774194,0.005106967761105334,83.66369710467706,683.0,2.868690909090909,187036.11,0
NY-CMP-6097,Email,Tier 2 City Customers,26,"WhatsApp, Facebook",38658,2303,1040,705,286935,416.58,-0.02,English,10.47,Youth,2024-12-11,Loss-Making,False,2,December,12,Q4,Wednesday,"Facebook, WhatsApp",Long,0.05957369755289979,0.4515848892748589,0.6778846153846154,0.0182368461896632,124.59183673469387,407.0,0.5908936170212765,286518.42,0
NY-CMP-41283,Email,College Students,18,"Facebook, Instagram",27998,4078,888,401,143157,545.18,-0.35,Hindi,19.17,Working Women,2024-12-11,Loss-Making,False,2,December,12,Q4,Wednesday,"Facebook, Instagram",Medium,0.1456532609472105,0.21775380088278568,0.45157657657657657,0.014322451603685978,35.10470819028936,357.0,1.3595511221945136,142611.82,0
NY-CMP-49957,Email,College Students,15,"WhatsApp, Email",15728,1860,384,159,107484,352.79,0.92,Hindi,15.28,Youth,2024-12-11,Profitable,False,2,December,12,Q4,Wednesday,"Email, WhatsApp",Medium,0.11826042726347914,0.2064516129032258,0.4140625,0.010109359104781281,57.78709677419355,676.0,2.218805031446541,107131.21,1
NY-CMP-28488,Email,Tier 2 City Customers,15,"Facebook, Google, Email",86186,5480,2971,2229,690990,119.23,1.6,Tamil,12.39,Tier 2 City Customers,2024-12-11,Profitable,True,3,December,12,Q4,Wednesday,"Email, Facebook, Google",Medium,0.0635834126192189,0.5421532846715329,0.7502524402558062,0.025862669110992505,126.09306569343066,310.0,0.05349035441902199,690870.77,1
NY-CMP-3442,Email,Premium Shoppers,20,"Instagram, Google",98171,14217,8163,5335,1605835,9.43,30.94,Tamil,28.23,Premium Shoppers,2024-12-11,Profitable,True,2,December,12,Q4,Wednesday,"Google, Instagram",Medium,0.14481873465687423,0.5741717661953999,0.6535587406590714,0.05434395086125231,112.95174790743476,301.0,0.001767572633552015,1605825.57,1
NY-CMP-19063,Email,College Students,9,"Google, WhatsApp, Facebook",98301,10508,2711,1458,863136,109.09,4.43,Tamil,14.93,Premium Shoppers,2024-12-11,Profitable,False,3,December,12,Q4,Wednesday,"Facebook, Google, WhatsApp",Short,0.10689616585792616,0.2579939094023601,0.5378089265953523,0.014831995605334635,82.14084507042253,592.0,0.07482167352537723,863026.91,1
NY-CMP-17500,Email,Tier 2 City Customers,25,Instagram,12045,1540,913,383,85409,582.72,-0.62,Tamil,23.55,College Students,2024-12-11,Loss-Making,False,1,December,12,Q4,Wednesday,Instagram,Long,0.1278538812785388,0.5928571428571429,0.4194961664841183,0.03179742631797426,55.46038961038961,223.0,1.5214621409921671,84826.28,0
NY-CMP-54920,Email,Working Women,22,"YouTube, Instagram",52764,4368,1609,635,460375,254.51,1.85,English,12.53,Tier 2 City Customers,2024-12-11,Profitable,False,2,December,12,Q4,Wednesday,"Instagram, YouTube",Long,0.08278371617011598,0.3683608058608059,0.39465506525792415,0.012034720642862557,105.39720695970696,725.0,0.4008031496062992,460120.49,1
NY-CMP-7482,Email,Tier 2 City Customers,8,"Facebook, YouTube, Google",65802,8287,2341,950,655500,111.08,5.21,Bengali,17.6,Tier 2 City Customers,2024-12-12,Profitable,True,3,December,12,Q4,Thursday,"Facebook, Google, YouTube",Short,0.1259384213245798,0.2824906480028961,0.4058094831268689,0.01443725114738154,79.09979485941837,690.0,0.11692631578947368,655388.92,1
NY-CMP-37155,Email,Youth,30,Email,23348,2702,1590,1115,515130,104.93,3.4,English,23.16,Working Women,2024-12-12,Profitable,False,1,December,12,Q4,Thursday,Email,Long,0.11572725715264691,0.5884529977794226,0.7012578616352201,0.04775569641939353,190.6476683937824,462.0,0.09410762331838565,515025.07,1
NY-CMP-47502,Email,Youth,24,Facebook,35145,5012,2717,1572,1208868,121.22,5.34,Hindi,26.46,Working Women,2024-12-12,Profitable,False,1,December,12,Q4,Thursday,Facebook,Long,0.14260919049651444,0.542098962490024,0.5785793154214207,0.04472897994024755,241.19473264166,769.0,0.07711195928753181,1208746.78,1
NY-CMP-8831,Email,Youth,17,"Instagram, Facebook",50541,1836,1029,431,216362,415.71,0.21,Bengali,6.52,College Students,2024-12-12,Profitable,False,2,December,12,Q4,Thursday,"Facebook, Instagram",Medium,0.03632694248234107,0.5604575163398693,0.41885325558794945,0.00852772996181318,117.8442265795207,502.0,0.9645243619489559,215946.29,1
NY-CMP-50471,Email,Premium Shoppers,17,"YouTube, Google",98353,14086,7290,5412,1537008,14.39,18.73,Tamil,27.24,Working Women,2024-12-12,Profitable,False,2,December,12,Q4,Thursday,"Google, YouTube",Medium,0.14321881386434576,0.5175351412750249,0.7423868312757201,0.05502628287901742,109.11600170381939,284.0,0.0026589061345158906,1536993.61,1
NY-CMP-23853,Email,Working Women,16,"Google, Email",27828,3463,1277,724,183896,115.06,1.21,English,19.63,Working Women,2024-12-12,Profitable,True,2,December,12,Q4,Thursday,"Email, Google",Medium,0.12444300704326577,0.36875541438059484,0.566953797963978,0.026016961333908295,53.103089806526135,254.0,0.15892265193370167,183780.94,1
NY-CMP-37777,Email,College Students,13,"Instagram, YouTube, Email",56305,6730,2424,1874,498484,134.84,0.97,English,19.59,Youth,2024-12-12,Profitable,False,3,December,12,Q4,Thursday,"Email, Instagram, YouTube",Medium,0.11952757303969452,0.3601783060921248,0.773102310231023,0.033283012165882246,74.06894502228826,266.0,0.07195304162219851,498349.16,1
NY-CMP-17899,Email,Youth,10,"Email, YouTube",70155,10257,4488,2090,771210,97.05,2.8,Hindi,24.0,Premium Shoppers,2024-12-12,Profitable,False,2,December,12,Q4,Thursday,"Email, YouTube",Short,0.14620483215736582,0.4375548405966657,0.46568627450980393,0.02979117668020811,75.18865165252998,369.0,0.046435406698564594,771112.95,1
NY-CMP-56511,Email,Youth,17,Facebook,29781,1881,778,267,102528,589.34,-0.35,Bengali,9.83,Premium Shoppers,2024-12-12,Loss-Making,False,1,December,12,Q4,Thursday,Facebook,Medium,0.06316107585373225,0.41360978203083465,0.34318766066838047,0.008965447768711594,54.50717703349282,384.0,2.2072659176029963,101938.66,0
NY-CMP-14557,Email,College Students,27,"Email, Instagram, YouTube",66453,2618,1375,894,244956,90.07,2.04,English,7.35,College Students,2024-12-12,Profitable,True,3,December,12,Q4,Thursday,"Email, Instagram, YouTube",Long,0.039396265029419286,0.5252100840336135,0.6501818181818182,0.013453117240756625,93.56608097784569,274.0,0.10074944071588367,244865.93,1
NY-CMP-40130,Email,Youth,14,"Email, YouTube, Instagram",42532,5534,1255,723,481518,386.62,0.72,Tamil,17.66,College Students,2024-12-12,Profitable,False,3,December,12,Q4,Thursday,"Email, Instagram, YouTube",Medium,0.13011379667074202,0.22677990603541742,0.5760956175298805,0.016998965484811435,87.01084206722082,666.0,0.5347441217150761,481131.38,1
NY-CMP-9168,Email,Working Women,5,"Instagram, WhatsApp",30501,3361,1415,784,402976,339.35,0.51,English,18.23,Tier 2 City Customers,2024-12-12,Profitable,False,2,December,12,Q4,Thursday,"Instagram, WhatsApp",Short,0.11019310842267467,0.42100565307944066,0.5540636042402827,0.025704075276220453,119.89764950907468,514.0,0.4328443877551021,402636.65,1
NY-CMP-22746,Email,Tier 2 City Customers,25,Instagram,64300,9584,4961,1666,448154,39.43,5.82,Tamil,25.21,Youth,2024-12-12,Profitable,False,1,December,12,Q4,Thursday,Instagram,Long,0.14905132192846035,0.5176335559265443,0.33581939125176374,0.025909797822706065,46.7606427378965,269.0,0.023667466986794717,448114.57,1
NY-CMP-49057,Email,Working Women,18,"Facebook, YouTube",51255,6427,2716,861,235914,290.77,-0.06,Hindi,19.52,Youth,2024-12-12,Loss-Making,False,2,December,12,Q4,Thursday,"Facebook, YouTube",Medium,0.12539264462003707,0.4225921892018049,0.3170103092783505,0.016798361135498974,36.70670608370935,274.0,0.337711962833914,235623.23,0
NY-CMP-43400,Email,College Students,13,"Facebook, YouTube, WhatsApp",89705,7640,2478,1525,1058350,143.84,3.82,Bengali,12.98,Youth,2024-12-12,Profitable,False,3,December,12,Q4,Thursday,"Facebook, WhatsApp, YouTube",Medium,0.08516805083328688,0.3243455497382199,0.6154156577885391,0.017000167214759488,138.52748691099475,694.0,0.09432131147540984,1058206.16,1
NY-CMP-43035,Email,Premium Shoppers,14,Email,76872,3586,935,571,423111,496.82,0.49,English,6.62,Youth,2024-12-12,Profitable,False,1,December,12,Q4,Thursday,Email,Medium,0.04664897491934645,0.2607361963190184,0.6106951871657754,0.007427932146945572,117.98968209704407,741.0,0.8700875656742557,422614.18,1
NY-CMP-30525,Email,Working Women,9,"Instagram, Google",63235,1586,470,181,120365,1329.18,-0.5,Tamil,3.54,College Students,2024-12-12,Loss-Making,False,2,December,12,Q4,Thursday,"Google, Instagram",Short,0.02508104688859018,0.296343001261034,0.3851063829787234,0.00286233889459951,75.8921815889029,665.0,7.34353591160221,119035.82,0
NY-CMP-27833,Email,Tier 2 City Customers,9,"Google, Facebook, Instagram",73207,4658,1850,582,382374,250.99,1.62,Hindi,9.68,Tier 2 City Customers,2024-12-12,Profitable,True,3,December,12,Q4,Thursday,"Facebook, Google, Instagram",Short,0.06362779515620091,0.39716616573636754,0.3145945945945946,0.007950059420547216,82.08973808501503,657.0,0.43125429553264605,382123.01,1
NY-CMP-40228,Email,Tier 2 City Customers,11,"Email, WhatsApp",61115,3025,1066,613,259912,220.23,0.93,Tamil,7.7,Tier 2 City Customers,2024-12-12,Profitable,True,2,December,12,Q4,Thursday,"Email, WhatsApp",Medium,0.04949685020044179,0.352396694214876,0.575046904315197,0.01003027080094903,85.92132231404959,424.0,0.3592659053833605,259691.77,1
NY-CMP-14906,Email,Premium Shoppers,15,"WhatsApp, Google",27271,1395,320,243,102303,581.32,-0.28,Hindi,7.18,Tier 2 City Customers,2024-12-12,Loss-Making,False,2,December,12,Q4,Thursday,"Google, WhatsApp",Medium,0.051153239705181326,0.22939068100358423,0.759375,0.008910564335741264,73.33548387096774,421.0,2.392263374485597,101721.68,0
NY-CMP-38690,Email,Working Women,24,"Facebook, WhatsApp, Instagram",33127,1686,693,290,129630,823.25,-0.46,Hindi,8.06,Youth,2024-12-12,Loss-Making,False,3,December,12,Q4,Thursday,"Facebook, Instagram, WhatsApp",Long,0.05089504029945362,0.4110320284697509,0.4184704184704185,0.008754188426359163,76.88612099644128,447.0,2.838793103448276,128806.75,0
NY-CMP-22103,Email,Tier 2 City Customers,14,YouTube,75417,8956,3736,2202,1312392,102.52,4.81,English,19.75,Working Women,2024-12-12,Profitable,False,1,December,12,Q4,Thursday,YouTube,Medium,0.1187530662847899,0.4171505136221528,0.5894004282655246,0.02919766100481324,146.53774006252792,596.0,0.04655767484105359,1312289.48,1
NY-CMP-35718,Email,Youth,5,Email,23305,889,411,312,121680,631.62,-0.38,Hindi,6.92,College Students,2024-12-12,Loss-Making,False,1,December,12,Q4,Thursday,Email,Short,0.03814632053207466,0.46231721034870643,0.7591240875912408,0.01338768504612744,136.87289088863892,390.0,2.024423076923077,121048.38,0
NY-CMP-22854,Email,Working Women,22,"Instagram, Facebook",31140,2924,1366,806,223262,234.09,0.18,Hindi,16.36,College Students,2024-12-12,Profitable,False,2,December,12,Q4,Thursday,"Facebook, Instagram",Long,0.0938985228002569,0.46716826265389877,0.5900439238653001,0.02588310854206808,76.35499316005472,277.0,0.29043424317617866,223027.91,1
NY-CMP-40236,Email,College Students,19,Facebook,96600,4324,941,443,147962,432.19,-0.23,English,5.91,College Students,2024-12-12,Loss-Making,True,1,December,12,Q4,Thursday,Facebook,Medium,0.04476190476190476,0.21762257169287696,0.4707757704569607,0.0045859213250517596,34.21877890841813,334.0,0.9755981941309255,147529.81,0
NY-CMP-32255,Email,Premium Shoppers,28,"Google, Instagram",85931,7183,1915,1517,1160505,172.64,3.43,Hindi,12.35,Youth,2024-12-12,Profitable,False,2,December,12,Q4,Thursday,"Google, Instagram",Long,0.08359032246802667,0.2666016984546847,0.7921671018276762,0.01765369889795301,161.56271752749547,765.0,0.11380355965721818,1160332.36,1
